recid,idtruth
GECO011848,rec-004205
GECO002074,rec-004206
GECO003120,rec-004206
GECO001301,rec-004207
GECO013275,rec-004208
GECO011086,rec-004209
GECO003947,rec-004210
GECO010720,rec-004211
GECO001806,rec-004212
GECO011700,rec-004213
GECO009278,rec-004214
GECO011791,rec-004215
GECO009550,rec-004216
GECO012867,rec-004216
GECO005521,rec-004217
GECO004573,rec-004218
GECO002422,rec-004219
GECO006498,rec-004220
GECO010734,rec-004221
GECO000666,rec-004222
GECO005344,rec-004222
GECO012884,rec-004222
GECO002983,rec-004223
GECO005345,rec-004223
GECO008909,rec-004223
GECO010730,rec-004223
GECO012512,rec-004223
GECO013251,rec-004223
GECO001980,rec-004224
GECO006609,rec-004225
GECO003340,rec-004226
GECO005326,rec-004226
GECO009136,rec-004226
GECO011294,rec-004226
GECO014875,rec-004226
GECO012123,rec-004227
GECO005110,rec-004228
GECO008293,rec-004228
GECO009497,rec-004228
GECO011643,rec-004228
GECO014962,rec-004229
GECO013664,rec-004230
GECO009112,rec-004231
GECO000536,rec-004232
GECO006569,rec-004233
GECO011292,rec-004234
GECO003798,rec-004235
GECO001394,rec-004236
GECO007904,rec-004236
GECO010488,rec-004236
GECO013364,rec-004236
GECO012591,rec-004237
GECO005748,rec-004238
GECO004268,rec-004239
GECO003207,rec-004240
GECO013205,rec-004241
GECO006809,rec-004242
GECO004425,rec-004243
GECO000532,rec-004244
GECO003760,rec-004244
GECO014055,rec-004245
GECO000483,rec-004246
GECO005387,rec-004247
GECO008508,rec-004247
GECO009119,rec-004247
GECO010188,rec-004247
GECO013121,rec-004248
GECO013052,rec-004249
GECO014728,rec-004250
GECO000976,rec-004251
GECO000995,rec-004251
GECO004418,rec-004251
GECO011733,rec-004251
GECO012427,rec-004251
GECO005550,rec-004252
GECO009120,rec-004252
GECO000774,rec-004253
GECO002040,rec-004253
GECO007276,rec-004253
GECO002791,rec-004254
GECO005014,rec-004255
GECO009973,rec-004255
GECO011531,rec-004255
GECO012425,rec-004255
GECO001624,rec-004256
GECO015031,rec-004257
GECO012622,rec-004258
GECO005287,rec-004259
GECO002926,rec-004260
GECO010260,rec-004260
GECO014493,rec-004260
GECO013094,rec-004261
GECO001478,rec-004262
GECO003543,rec-004262
GECO007484,rec-004262
GECO013723,rec-004262
GECO007295,rec-004263
GECO008318,rec-004263
GECO009015,rec-004263
GECO009478,rec-004263
GECO011180,rec-004263
GECO010928,rec-004264
GECO000672,rec-004265
GECO010058,rec-004266
GECO006685,rec-004267
GECO000815,rec-004268
GECO004412,rec-004268
GECO006770,rec-004268
GECO007172,rec-004268
GECO009742,rec-004268
GECO013778,rec-004268
GECO007188,rec-004269
GECO011314,rec-004270
GECO000078,rec-004271
GECO003949,rec-004272
GECO013929,rec-004273
GECO011934,rec-004274
GECO014398,rec-004274
GECO014591,rec-004274
GECO011506,rec-004275
GECO014978,rec-004276
GECO012301,rec-004277
GECO001056,rec-004278
GECO009365,rec-004279
GECO011106,rec-004280
GECO010786,rec-004281
GECO006312,rec-004282
GECO006567,rec-004282
GECO007008,rec-004282
GECO000477,rec-004283
GECO003260,rec-004283
GECO005040,rec-004283
GECO014417,rec-004283
GECO009396,rec-004284
GECO014186,rec-004284
GECO011768,rec-004285
GECO012918,rec-004286
GECO002827,rec-004287
GECO011079,rec-004288
GECO004653,rec-004289
GECO009753,rec-004290
GECO002624,rec-004291
GECO003409,rec-004291
GECO008588,rec-004291
GECO010190,rec-004291
GECO013574,rec-004291
GECO013713,rec-004291
GECO014713,rec-004291
GECO007623,rec-004292
GECO011240,rec-004293
GECO009235,rec-004294
GECO006339,rec-004295
GECO002727,rec-004296
GECO005320,rec-004297
GECO012754,rec-004297
GECO002584,rec-004298
GECO001182,rec-004299
GECO005414,rec-004300
GECO005712,rec-004300
GECO010957,rec-004300
GECO001188,rec-004301
GECO012074,rec-004302
GECO005532,rec-004303
GECO001205,rec-004304
GECO006968,rec-004305
GECO009433,rec-004305
GECO012823,rec-004305
GECO004142,rec-004306
GECO011475,rec-004307
GECO000257,rec-004308
GECO000688,rec-004308
GECO002039,rec-004308
GECO003911,rec-004308
GECO012067,rec-004308
GECO001977,rec-004309
GECO011985,rec-004309
GECO011255,rec-004310
GECO009501,rec-004311
GECO006244,rec-004312
GECO008367,rec-004312
GECO000860,rec-004313
GECO006293,rec-004314
GECO011987,rec-004315
GECO008720,rec-004316
GECO010987,rec-004316
GECO012139,rec-004316
GECO014794,rec-004316
GECO000099,rec-004317
GECO006522,rec-004318
GECO010365,rec-004318
GECO013554,rec-004318
GECO014464,rec-004318
GECO009594,rec-004319
GECO005000,rec-004320
GECO012307,rec-004321
GECO006586,rec-004322
GECO006867,rec-004322
GECO006678,rec-004323
GECO005066,rec-004324
GECO006965,rec-004325
GECO005573,rec-004326
GECO003126,rec-004327
GECO010939,rec-004327
GECO007122,rec-004328
GECO009815,rec-004329
GECO006528,rec-004330
GECO003983,rec-004331
GECO005377,rec-004331
GECO010708,rec-004331
GECO011414,rec-004331
GECO007764,rec-004332
GECO008360,rec-004333
GECO009254,rec-004334
GECO004532,rec-004335
GECO006533,rec-004336
GECO008365,rec-004337
GECO000864,rec-004338
GECO000917,rec-004338
GECO013431,rec-004338
GECO009334,rec-004339
GECO003824,rec-004340
GECO009694,rec-004340
GECO009427,rec-004341
GECO004197,rec-004342
GECO005747,rec-004343
GECO006248,rec-004343
GECO006981,rec-004343
GECO007111,rec-004343
GECO010791,rec-004343
GECO013564,rec-004344
GECO003393,rec-004345
GECO005658,rec-004345
GECO010633,rec-004345
GECO011599,rec-004345
GECO012913,rec-004345
GECO014612,rec-004346
GECO007056,rec-004347
GECO002181,rec-004348
GECO009393,rec-004348
GECO010003,rec-004348
GECO013736,rec-004348
GECO014910,rec-004348
GECO006188,rec-004349
GECO002703,rec-004350
GECO003715,rec-004351
GECO000542,rec-004352
GECO009313,rec-004352
GECO012980,rec-004352
GECO001097,rec-004353
GECO003737,rec-004353
GECO004129,rec-004353
GECO012037,rec-004353
GECO004448,rec-004354
GECO007868,rec-004355
GECO009821,rec-004356
GECO010103,rec-004356
GECO004597,rec-004357
GECO009207,rec-004357
GECO013753,rec-004357
GECO010560,rec-004358
GECO001401,rec-004359
GECO007775,rec-004359
GECO010080,rec-004359
GECO014741,rec-004359
GECO001099,rec-004360
GECO006978,rec-004361
GECO007126,rec-004361
GECO010357,rec-004361
GECO012131,rec-004361
GECO012405,rec-004361
GECO004516,rec-004362
GECO002451,rec-004363
GECO004858,rec-004363
GECO009531,rec-004363
GECO010942,rec-004363
GECO014951,rec-004364
GECO002910,rec-004365
GECO001198,rec-004366
GECO011771,rec-004367
GECO000803,rec-004368
GECO011751,rec-004368
GECO012144,rec-004368
GECO009859,rec-004369
GECO002054,rec-004370
GECO013578,rec-004371
GECO002171,rec-004372
GECO004050,rec-004372
GECO014913,rec-004373
GECO006123,rec-004374
GECO001629,rec-004375
GECO004261,rec-004375
GECO010494,rec-004375
GECO000554,rec-004376
GECO001121,rec-004377
GECO011234,rec-004377
GECO011738,rec-004377
GECO014510,rec-004377
GECO010004,rec-004378
GECO014755,rec-004379
GECO001872,rec-004380
GECO011806,rec-004381
GECO009796,rec-004382
GECO005999,rec-004383
GECO009935,rec-004383
GECO012692,rec-004383
GECO012996,rec-004384
GECO007832,rec-004385
GECO008284,rec-004386
GECO003546,rec-004387
GECO006393,rec-004387
GECO007930,rec-004387
GECO000692,rec-004388
GECO003861,rec-004389
GECO001673,rec-004390
GECO001703,rec-004391
GECO013693,rec-004392
GECO003882,rec-004393
GECO007253,rec-004394
GECO008744,rec-004395
GECO001317,rec-004396
GECO000011,rec-004397
GECO001432,rec-004397
GECO001631,rec-004397
GECO005308,rec-004397
GECO006461,rec-004397
GECO009151,rec-004397
GECO009318,rec-004397
GECO000005,rec-004398
GECO014214,rec-004399
GECO012212,rec-004400
GECO005176,rec-004401
GECO013498,rec-004402
GECO013914,rec-004403
GECO007833,rec-004404
GECO014462,rec-004405
GECO013491,rec-004406
GECO005005,rec-004407
GECO008177,rec-004407
GECO010648,rec-004407
GECO011834,rec-004407
GECO012176,rec-004407
GECO001328,rec-004408
GECO012225,rec-004409
GECO000433,rec-004410
GECO002796,rec-004410
GECO003625,rec-004410
GECO000382,rec-004411
GECO006430,rec-004411
GECO011683,rec-004411
GECO011186,rec-004412
GECO001124,rec-004413
GECO002067,rec-004413
GECO007080,rec-004413
GECO013741,rec-004413
GECO000671,rec-004414
GECO004725,rec-004414
GECO007656,rec-004414
GECO007901,rec-004414
GECO014129,rec-004414
GECO003674,rec-004415
GECO002379,rec-004416
GECO003099,rec-004416
GECO003342,rec-004416
GECO009134,rec-004416
GECO009794,rec-004416
GECO009976,rec-004416
GECO003431,rec-004417
GECO004817,rec-004417
GECO005318,rec-004417
GECO008738,rec-004417
GECO010661,rec-004417
GECO001240,rec-004418
GECO003711,rec-004418
GECO005376,rec-004418
GECO005467,rec-004418
GECO008290,rec-004418
GECO011105,rec-004419
GECO005773,rec-004420
GECO007660,rec-004420
GECO013518,rec-004420
GECO001203,rec-004421
GECO005428,rec-004422
GECO000628,rec-004423
GECO002155,rec-004424
GECO002290,rec-004424
GECO005752,rec-004424
GECO008249,rec-004424
GECO013110,rec-004424
GECO014990,rec-004424
GECO001235,rec-004425
GECO003407,rec-004426
GECO004729,rec-004426
GECO011440,rec-004426
GECO010561,rec-004427
GECO010924,rec-004427
GECO014818,rec-004428
GECO000156,rec-004429
GECO001363,rec-004429
GECO005491,rec-004429
GECO005401,rec-004430
GECO001758,rec-004431
GECO002691,rec-004431
GECO003394,rec-004431
GECO005834,rec-004431
GECO007191,rec-004431
GECO004369,rec-004432
GECO010056,rec-004433
GECO002499,rec-004434
GECO004320,rec-004435
GECO005047,rec-004435
GECO010695,rec-004435
GECO011702,rec-004435
GECO014112,rec-004435
GECO001775,rec-004436
GECO011884,rec-004437
GECO011984,rec-004438
GECO005672,rec-004439
GECO002025,rec-004440
GECO009270,rec-004440
GECO010455,rec-004440
GECO002818,rec-004441
GECO002501,rec-004442
GECO005486,rec-004442
GECO007786,rec-004442
GECO011540,rec-004442
GECO012408,rec-004442
GECO014504,rec-004442
GECO004985,rec-004443
GECO008828,rec-004443
GECO009858,rec-004443
GECO001966,rec-004444
GECO007023,rec-004444
GECO010846,rec-004444
GECO010841,rec-004445
GECO005076,rec-004446
GECO008092,rec-004447
GECO001174,rec-004448
GECO004179,rec-004448
GECO009740,rec-004448
GECO010415,rec-004448
GECO014205,rec-004448
GECO004454,rec-004449
GECO000847,rec-004450
GECO003251,rec-004451
GECO011397,rec-004452
GECO008072,rec-004453
GECO007108,rec-004454
GECO001381,rec-004455
GECO006814,rec-004456
GECO000063,rec-004457
GECO003752,rec-004457
GECO010723,rec-004457
GECO012962,rec-004457
GECO013388,rec-004457
GECO004634,rec-004458
GECO012476,rec-004459
GECO009475,rec-004460
GECO007186,rec-004461
GECO004042,rec-004462
GECO009045,rec-004463
GECO003583,rec-004464
GECO003225,rec-004465
GECO007712,rec-004465
GECO008214,rec-004465
GECO009648,rec-004465
GECO011904,rec-004465
GECO011855,rec-004466
GECO001421,rec-004467
GECO012646,rec-004468
GECO011869,rec-004469
GECO008344,rec-004470
GECO011916,rec-004470
GECO001071,rec-004471
GECO007441,rec-004471
GECO011139,rec-004471
GECO007375,rec-004472
GECO013885,rec-004472
GECO005715,rec-004473
GECO001633,rec-004474
GECO008187,rec-004475
GECO009040,rec-004475
GECO012351,rec-004475
GECO001003,rec-004476
GECO003060,rec-004476
GECO010053,rec-004476
GECO012701,rec-004476
GECO003799,rec-004477
GECO000991,rec-004478
GECO005860,rec-004479
GECO004693,rec-004480
GECO009808,rec-004481
GECO002239,rec-004482
GECO007219,rec-004483
GECO005829,rec-004484
GECO006108,rec-004484
GECO006737,rec-004484
GECO007525,rec-004484
GECO003827,rec-004485
GECO004584,rec-004485
GECO007399,rec-004485
GECO012633,rec-004485
GECO014279,rec-004485
GECO002170,rec-004486
GECO012286,rec-004487
GECO014718,rec-004487
GECO013798,rec-004488
GECO011663,rec-004489
GECO013909,rec-004490
GECO013740,rec-004491
GECO005233,rec-004492
GECO011833,rec-004492
GECO012456,rec-004492
GECO014174,rec-004492
GECO014177,rec-004492
GECO003982,rec-004493
GECO004735,rec-004493
GECO013011,rec-004493
GECO003054,rec-004494
GECO014792,rec-004495
GECO011190,rec-004496
GECO002808,rec-004497
GECO007782,rec-004497
GECO010995,rec-004497
GECO012303,rec-004497
GECO007957,rec-004498
GECO010701,rec-004499
GECO002668,rec-004500
GECO003985,rec-004501
GECO008273,rec-004502
GECO007745,rec-004503
GECO008604,rec-004503
GECO000686,rec-004504
GECO001921,rec-004505
GECO010824,rec-004506
GECO008684,rec-004507
GECO001677,rec-004508
GECO010912,rec-004509
GECO007785,rec-004510
GECO008047,rec-004510
GECO009887,rec-004510
GECO000218,rec-004511
GECO008727,rec-004511
GECO000887,rec-004512
GECO004440,rec-004512
GECO006198,rec-004512
GECO006315,rec-004513
GECO007490,rec-004514
GECO012086,rec-004514
GECO013015,rec-004514
GECO002044,rec-004515
GECO002336,rec-004516
GECO013324,rec-004517
GECO007134,rec-004518
GECO011911,rec-004518
GECO012129,rec-004518
GECO010194,rec-004519
GECO009322,rec-004520
GECO006414,rec-004521
GECO008159,rec-004522
GECO002526,rec-004523
GECO001004,rec-004524
GECO001115,rec-004524
GECO002182,rec-004524
GECO003966,rec-004525
GECO006705,rec-004526
GECO006741,rec-004526
GECO008212,rec-004526
GECO010551,rec-004526
GECO012179,rec-004527
GECO006243,rec-004528
GECO008061,rec-004529
GECO000553,rec-004530
GECO008103,rec-004530
GECO009911,rec-004530
GECO012892,rec-004530
GECO005703,rec-004531
GECO006121,rec-004532
GECO003839,rec-004533
GECO002782,rec-004534
GECO002105,rec-004535
GECO006970,rec-004535
GECO010242,rec-004535
GECO011575,rec-004535
GECO005248,rec-004536
GECO009996,rec-004537
GECO001688,rec-004538
GECO003255,rec-004538
GECO003791,rec-004538
GECO012638,rec-004538
GECO002842,rec-004539
GECO008433,rec-004540
GECO001682,rec-004541
GECO012525,rec-004542
GECO003536,rec-004543
GECO004416,rec-004544
GECO009495,rec-004544
GECO010346,rec-004544
GECO012502,rec-004544
GECO002771,rec-004545
GECO004245,rec-004545
GECO008121,rec-004545
GECO010861,rec-004545
GECO010997,rec-004545
GECO012481,rec-004545
GECO000810,rec-004546
GECO008642,rec-004546
GECO011352,rec-004546
GECO013988,rec-004546
GECO005152,rec-004547
GECO002353,rec-004548
GECO000610,rec-004549
GECO012448,rec-004550
GECO010204,rec-004551
GECO008135,rec-004552
GECO007743,rec-004553
GECO011438,rec-004554
GECO014781,rec-004555
GECO002513,rec-004556
GECO005566,rec-004557
GECO009536,rec-004558
GECO009510,rec-004559
GECO000313,rec-004560
GECO005292,rec-004560
GECO005624,rec-004560
GECO000036,rec-004561
GECO005633,rec-004562
GECO009118,rec-004562
GECO010327,rec-004562
GECO010363,rec-004562
GECO010697,rec-004562
GECO012624,rec-004562
GECO013760,rec-004562
GECO004640,rec-004563
GECO007536,rec-004564
GECO000770,rec-004565
GECO007095,rec-004565
GECO009561,rec-004565
GECO010826,rec-004565
GECO010885,rec-004565
GECO010931,rec-004565
GECO015009,rec-004565
GECO011659,rec-004566
GECO002975,rec-004567
GECO001007,rec-004568
GECO001221,rec-004568
GECO005294,rec-004568
GECO014120,rec-004568
GECO003708,rec-004569
GECO003936,rec-004570
GECO012368,rec-004571
GECO002763,rec-004572
GECO010354,rec-004573
GECO003989,rec-004574
GECO007157,rec-004574
GECO008118,rec-004574
GECO011436,rec-004574
GECO002649,rec-004575
GECO001513,rec-004576
GECO007820,rec-004577
GECO003992,rec-004578
GECO006689,rec-004579
GECO007305,rec-004579
GECO008541,rec-004579
GECO009899,rec-004579
GECO010454,rec-004579
GECO010874,rec-004579
GECO007959,rec-004580
GECO005493,rec-004581
GECO014285,rec-004581
GECO003477,rec-004582
GECO003739,rec-004583
GECO006263,rec-004583
GECO009189,rec-004583
GECO010038,rec-004583
GECO012042,rec-004583
GECO012471,rec-004583
GECO012674,rec-004583
GECO012917,rec-004583
GECO001189,rec-004584
GECO000329,rec-004585
GECO001457,rec-004586
GECO011222,rec-004587
GECO003233,rec-004588
GECO001931,rec-004589
GECO000027,rec-004590
GECO003545,rec-004590
GECO006065,rec-004590
GECO013547,rec-004590
GECO009509,rec-004591
GECO002733,rec-004592
GECO014636,rec-004593
GECO009116,rec-004594
GECO000900,rec-004595
GECO001591,rec-004595
GECO001814,rec-004595
GECO003121,rec-004595
GECO007427,rec-004595
GECO008573,rec-004595
GECO000346,rec-004596
GECO000109,rec-004597
GECO002716,rec-004597
GECO003485,rec-004597
GECO005895,rec-004597
GECO007082,rec-004597
GECO009170,rec-004597
GECO012155,rec-004597
GECO012403,rec-004597
GECO013654,rec-004598
GECO006508,rec-004599
GECO002689,rec-004600
GECO004004,rec-004600
GECO009469,rec-004600
GECO009743,rec-004600
GECO012177,rec-004600
GECO007779,rec-004601
GECO008821,rec-004601
GECO009103,rec-004601
GECO012332,rec-004601
GECO013512,rec-004601
GECO013049,rec-004602
GECO006912,rec-004603
GECO006486,rec-004604
GECO000389,rec-004605
GECO009173,rec-004605
GECO013985,rec-004605
GECO006235,rec-004606
GECO001829,rec-004607
GECO012548,rec-004607
GECO014100,rec-004607
GECO006946,rec-004608
GECO007076,rec-004609
GECO010864,rec-004609
GECO013950,rec-004610
GECO007161,rec-004611
GECO004660,rec-004612
GECO009890,rec-004613
GECO003007,rec-004614
GECO003700,rec-004614
GECO007352,rec-004615
GECO004153,rec-004616
GECO005155,rec-004616
GECO010294,rec-004616
GECO002253,rec-004617
GECO009263,rec-004618
GECO010342,rec-004618
GECO011781,rec-004618
GECO012069,rec-004618
GECO011831,rec-004619
GECO006870,rec-004620
GECO007224,rec-004620
GECO008558,rec-004620
GECO011351,rec-004620
GECO008993,rec-004621
GECO014176,rec-004622
GECO001041,rec-004623
GECO007698,rec-004623
GECO008656,rec-004623
GECO011467,rec-004623
GECO003771,rec-004624
GECO006137,rec-004624
GECO010092,rec-004624
GECO010333,rec-004624
GECO013707,rec-004624
GECO014704,rec-004624
GECO013590,rec-004625
GECO011495,rec-004626
GECO014708,rec-004627
GECO013903,rec-004628
GECO013256,rec-004629
GECO005501,rec-004630
GECO004990,rec-004631
GECO010540,rec-004632
GECO014942,rec-004633
GECO004559,rec-004634
GECO008866,rec-004634
GECO011349,rec-004634
GECO013027,rec-004634
GECO008878,rec-004635
GECO003382,rec-004636
GECO004116,rec-004636
GECO005906,rec-004636
GECO006036,rec-004636
GECO009405,rec-004636
GECO011247,rec-004636
GECO002035,rec-004637
GECO003795,rec-004637
GECO003891,rec-004637
GECO004759,rec-004637
GECO002894,rec-004638
GECO005801,rec-004638
GECO006713,rec-004638
GECO011907,rec-004638
GECO012866,rec-004638
GECO012836,rec-004639
GECO011470,rec-004640
GECO000062,rec-004641
GECO009460,rec-004641
GECO009898,rec-004641
GECO013692,rec-004641
GECO001320,rec-004642
GECO005246,rec-004642
GECO011389,rec-004642
GECO012730,rec-004643
GECO001292,rec-004644
GECO000667,rec-004645
GECO001642,rec-004645
GECO002268,rec-004645
GECO004293,rec-004645
GECO006890,rec-004645
GECO010637,rec-004645
GECO011435,rec-004645
GECO013326,rec-004645
GECO010574,rec-004646
GECO009690,rec-004647
GECO001643,rec-004648
GECO010225,rec-004648
GECO013926,rec-004649
GECO012764,rec-004650
GECO012314,rec-004651
GECO005265,rec-004652
GECO014032,rec-004652
GECO000244,rec-004653
GECO010651,rec-004654
GECO011078,rec-004654
GECO002606,rec-004655
GECO003253,rec-004655
GECO006226,rec-004655
GECO010322,rec-004655
GECO009987,rec-004656
GECO014149,rec-004657
GECO008710,rec-004658
GECO011657,rec-004659
GECO014782,rec-004660
GECO005710,rec-004661
GECO005531,rec-004662
GECO005883,rec-004663
GECO000336,rec-004664
GECO005446,rec-004664
GECO010384,rec-004664
GECO000117,rec-004665
GECO006643,rec-004665
GECO008488,rec-004665
GECO008754,rec-004665
GECO010206,rec-004665
GECO011259,rec-004665
GECO012821,rec-004665
GECO014809,rec-004665
GECO002302,rec-004666
GECO010064,rec-004667
GECO001055,rec-004668
GECO000743,rec-004669
GECO005156,rec-004669
GECO009010,rec-004669
GECO011687,rec-004669
GECO012247,rec-004669
GECO003757,rec-004670
GECO008929,rec-004671
GECO009736,rec-004672
GECO000968,rec-004673
GECO002153,rec-004673
GECO003384,rec-004673
GECO005426,rec-004673
GECO014311,rec-004673
GECO014518,rec-004673
GECO007576,rec-004674
GECO009031,rec-004674
GECO011391,rec-004674
GECO003532,rec-004675
GECO005055,rec-004675
GECO006790,rec-004675
GECO010461,rec-004675
GECO008011,rec-004676
GECO004060,rec-004677
GECO008091,rec-004678
GECO008615,rec-004679
GECO013090,rec-004680
GECO001779,rec-004681
GECO002931,rec-004681
GECO005430,rec-004681
GECO006892,rec-004681
GECO001035,rec-004682
GECO002556,rec-004682
GECO002665,rec-004682
GECO004658,rec-004682
GECO009128,rec-004682
GECO011327,rec-004682
GECO011891,rec-004682
GECO007635,rec-004683
GECO009664,rec-004684
GECO003112,rec-004685
GECO009083,rec-004685
GECO014801,rec-004685
GECO005777,rec-004686
GECO000881,rec-004687
GECO002878,rec-004687
GECO004148,rec-004687
GECO006143,rec-004687
GECO008705,rec-004687
GECO013195,rec-004687
GECO014152,rec-004688
GECO006246,rec-004689
GECO000877,rec-004690
GECO002370,rec-004690
GECO002448,rec-004690
GECO004339,rec-004690
GECO010164,rec-004690
GECO004702,rec-004691
GECO006372,rec-004692
GECO012327,rec-004693
GECO007442,rec-004694
GECO007453,rec-004694
GECO008200,rec-004694
GECO009356,rec-004694
GECO014234,rec-004694
GECO014481,rec-004694
GECO009424,rec-004695
GECO011006,rec-004696
GECO001392,rec-004697
GECO004615,rec-004697
GECO006281,rec-004697
GECO009230,rec-004697
GECO000195,rec-004698
GECO005675,rec-004698
GECO010704,rec-004698
GECO003557,rec-004699
GECO004256,rec-004699
GECO005201,rec-004699
GECO014376,rec-004699
GECO014873,rec-004699
GECO014881,rec-004699
GECO007873,rec-004700
GECO010155,rec-004700
GECO012650,rec-004700
GECO003085,rec-004701
GECO014784,rec-004702
GECO003789,rec-004703
GECO007454,rec-004703
GECO007767,rec-004703
GECO014158,rec-004704
GECO004285,rec-004705
GECO004316,rec-004705
GECO004954,rec-004705
GECO008829,rec-004705
GECO011230,rec-004705
GECO012064,rec-004705
GECO000387,rec-004706
GECO005290,rec-004707
GECO006656,rec-004707
GECO009392,rec-004707
GECO010235,rec-004707
GECO011280,rec-004707
GECO012699,rec-004707
GECO002404,rec-004708
GECO009041,rec-004708
GECO012688,rec-004708
GECO013483,rec-004708
GECO002069,rec-004709
GECO004370,rec-004709
GECO004531,rec-004709
GECO000139,rec-004710
GECO001175,rec-004711
GECO002018,rec-004711
GECO003907,rec-004711
GECO004075,rec-004711
GECO006438,rec-004712
GECO002507,rec-004713
GECO009269,rec-004713
GECO012719,rec-004713
GECO012523,rec-004714
GECO013162,rec-004715
GECO012989,rec-004716
GECO004547,rec-004717
GECO005363,rec-004717
GECO005859,rec-004717
GECO010231,rec-004717
GECO008116,rec-004718
GECO001745,rec-004719
GECO006585,rec-004719
GECO010485,rec-004719
GECO014543,rec-004719
GECO004962,rec-004720
GECO002852,rec-004721
GECO001978,rec-004722
GECO000606,rec-004723
GECO001993,rec-004723
GECO004152,rec-004723
GECO004922,rec-004723
GECO008129,rec-004723
GECO009061,rec-004723
GECO011634,rec-004723
GECO014839,rec-004723
GECO005533,rec-004724
GECO007410,rec-004724
GECO010228,rec-004724
GECO012766,rec-004724
GECO000603,rec-004725
GECO010150,rec-004725
GECO011241,rec-004725
GECO014968,rec-004725
GECO002804,rec-004726
GECO003876,rec-004726
GECO005516,rec-004726
GECO008513,rec-004726
GECO009321,rec-004726
GECO005855,rec-004727
GECO000706,rec-004728
GECO002287,rec-004728
GECO002538,rec-004728
GECO000708,rec-004729
GECO008323,rec-004729
GECO009326,rec-004729
GECO001972,rec-004730
GECO002021,rec-004731
GECO002885,rec-004732
GECO013153,rec-004733
GECO008632,rec-004734
GECO000858,rec-004735
GECO007606,rec-004735
GECO007827,rec-004735
GECO011305,rec-004735
GECO006681,rec-004736
GECO002465,rec-004737
GECO013245,rec-004738
GECO000569,rec-004739
GECO012994,rec-004739
GECO000179,rec-004740
GECO002552,rec-004741
GECO008880,rec-004741
GECO012188,rec-004741
GECO001264,rec-004742
GECO004443,rec-004742
GECO008903,rec-004742
GECO013559,rec-004742
GECO003908,rec-004743
GECO000347,rec-004744
GECO002375,rec-004744
GECO003373,rec-004744
GECO007031,rec-004745
GECO002352,rec-004746
GECO002362,rec-004746
GECO010680,rec-004746
GECO011799,rec-004746
GECO004585,rec-004747
GECO003138,rec-004748
GECO007115,rec-004748
GECO008232,rec-004748
GECO009748,rec-004748
GECO006969,rec-004749
GECO004675,rec-004750
GECO012532,rec-004751
GECO010595,rec-004752
GECO003577,rec-004753
GECO012634,rec-004753
GECO014079,rec-004753
GECO006009,rec-004754
GECO013715,rec-004755
GECO005579,rec-004756
GECO006189,rec-004756
GECO006964,rec-004756
GECO002618,rec-004757
GECO005456,rec-004758
GECO005987,rec-004759
GECO010364,rec-004760
GECO004159,rec-004761
GECO006002,rec-004761
GECO011460,rec-004761
GECO003597,rec-004762
GECO002410,rec-004763
GECO006308,rec-004763
GECO006644,rec-004763
GECO012216,rec-004763
GECO013168,rec-004763
GECO005856,rec-004764
GECO012693,rec-004764
GECO013653,rec-004764
GECO007173,rec-004765
GECO013167,rec-004766
GECO012294,rec-004767
GECO011269,rec-004768
GECO007035,rec-004769
GECO013337,rec-004769
GECO013652,rec-004770
GECO005283,rec-004771
GECO002342,rec-004772
GECO004972,rec-004773
GECO013430,rec-004774
GECO000780,rec-004775
GECO002238,rec-004775
GECO002697,rec-004775
GECO005010,rec-004775
GECO007256,rec-004775
GECO005761,rec-004776
GECO010805,rec-004776
GECO011050,rec-004776
GECO014632,rec-004776
GECO014200,rec-004777
GECO004456,rec-004778
GECO001690,rec-004779
GECO013528,rec-004780
GECO002601,rec-004781
GECO001900,rec-004782
GECO003877,rec-004782
GECO009038,rec-004782
GECO009383,rec-004782
GECO009981,rec-004782
GECO011052,rec-004782
GECO002656,rec-004783
GECO006377,rec-004784
GECO012871,rec-004785
GECO013501,rec-004786
GECO000543,rec-004787
GECO007857,rec-004788
GECO001904,rec-004789
GECO000040,rec-004790
GECO000714,rec-004790
GECO010557,rec-004791
GECO000634,rec-004792
GECO004846,rec-004793
GECO007422,rec-004794
GECO000472,rec-004795
GECO004897,rec-004795
GECO006660,rec-004795
GECO010457,rec-004795
GECO013745,rec-004795
GECO007289,rec-004796
GECO006618,rec-004797
GECO007910,rec-004797
GECO008827,rec-004797
GECO012757,rec-004797
GECO002718,rec-004798
GECO003454,rec-004798
GECO010898,rec-004798
GECO002829,rec-004799
GECO003734,rec-004799
GECO005998,rec-004799
GECO011737,rec-004799
GECO001858,rec-004800
GECO000722,rec-004801
GECO001714,rec-004802
GECO001883,rec-004802
GECO008074,rec-004802
GECO010471,rec-004802
GECO012422,rec-004803
GECO008646,rec-004804
GECO003926,rec-004805
GECO012794,rec-004805
GECO013797,rec-004805
GECO014252,rec-004805
GECO015018,rec-004805
GECO000325,rec-004806
GECO001082,rec-004806
GECO002149,rec-004806
GECO002811,rec-004806
GECO007539,rec-004806
GECO008621,rec-004807
GECO002151,rec-004808
GECO003213,rec-004808
GECO006758,rec-004808
GECO012702,rec-004808
GECO005805,rec-004809
GECO003610,rec-004810
GECO000559,rec-004811
GECO005694,rec-004811
GECO002209,rec-004812
GECO011754,rec-004813
GECO000687,rec-004814
