#NAME,#NAME
#VALUE,#VALUE
#VALUE,#VALUE
#VALUE,#VALUE
#VALUE,#VALUE
#VALUE,#VALUE
#VALUE,#VALUE
#VALUE,#VALUE
GECO011018,GECO002173
GECO011019,GECO011019
GECO011020,GECO002263
GECO011021,GECO001539
GECO011022,GECO009139
GECO011023,GECO011023
GECO011024,GECO003137
GECO011025,GECO001542
GECO011026,GECO011026
GECO011027,GECO002343
GECO011028,GECO002361
GECO011029,GECO011029
GECO011030,GECO002250
GECO011031,GECO004552
GECO011032,GECO000773
GECO011033,GECO011033
GECO011034,GECO005509
GECO011035,GECO011035
GECO011036,GECO000261
GECO011037,GECO000021
GECO011038,GECO002330
GECO011039,GECO001516
GECO011040,GECO011040
GECO011041,GECO006145
GECO011042,GECO008056
GECO011043,GECO001040
GECO011044,GECO006064
GECO011045,GECO005548
GECO011046,GECO005077
GECO011047,GECO009049
GECO011048,GECO001602
GECO011049,GECO011049
GECO011050,GECO011050
GECO011051,GECO008209
GECO011052,GECO003877
GECO011053,GECO000914
GECO011054,GECO011054
GECO011055,GECO004832
GECO011056,GECO011056
GECO011057,GECO011057
GECO011058,GECO002602
GECO011059,GECO011059
GECO011060,GECO000355
GECO011061,GECO011061
GECO011062,GECO001266
GECO011063,GECO009306
GECO011064,GECO000345
GECO011065,GECO011065
GECO011066,GECO007614
GECO011067,GECO011067
GECO011068,GECO002248
GECO011069,GECO011069
GECO011070,GECO003552
GECO011071,GECO011071
GECO011072,GECO001040
GECO011073,GECO006447
GECO011074,GECO010549
GECO011075,GECO011075
GECO011076,GECO008253
GECO011077,GECO011077
GECO011078,GECO011078
GECO011079,GECO011079
GECO011080,GECO001766
GECO011081,GECO001558
GECO011082,GECO011082
GECO011083,GECO011083
GECO011084,GECO011084
GECO011085,GECO011085
GECO011086,GECO011086
GECO011087,GECO011087
GECO011088,GECO002024
GECO011089,GECO011089
GECO011090,GECO001337
GECO011091,GECO000297
GECO011092,GECO004644
GECO011093,GECO006957
GECO011094,GECO011094
GECO011095,GECO011095
GECO011096,GECO004709
GECO011097,GECO004770
GECO011098,GECO011098
GECO011099,GECO002699
GECO011100,GECO000817
GECO011101,GECO000693
GECO011102,GECO007133
GECO011103,GECO003612
GECO011104,GECO002184
GECO011105,GECO011105
GECO011106,GECO011106
GECO011107,GECO002602
GECO011108,GECO002520
GECO011109,GECO011109
GECO011110,GECO004966
GECO011111,GECO011111
GECO011112,GECO000081
GECO011113,GECO011113
GECO011114,GECO011114
GECO011115,GECO002345
GECO011116,GECO007462
GECO011117,GECO011117
GECO011118,GECO000064
GECO011119,GECO004490
GECO011120,GECO011120
GECO011121,GECO000020
GECO011122,GECO002554
GECO011123,GECO003871
GECO011124,GECO011124
GECO011125,GECO011125
GECO011126,GECO011126
GECO011127,GECO011127
GECO011128,GECO007909
GECO011129,GECO011129
GECO011130,GECO011130
GECO011131,GECO011131
GECO011132,GECO002211
GECO011133,GECO000506
GECO011134,GECO001164
GECO011135,GECO001735
GECO011136,GECO011136
GECO011137,GECO003811
GECO011138,GECO002859
GECO011139,GECO001071
GECO011140,GECO011140
GECO011141,GECO011141
GECO011142,GECO011142
GECO011143,GECO000662
GECO011144,GECO004018
GECO011145,GECO004382
GECO011146,GECO011146
GECO011147,GECO000994
GECO011148,GECO003023
GECO011149,GECO011149
GECO011150,GECO004381
GECO011151,GECO000132
GECO011152,GECO011152
GECO011153,GECO011153
GECO011154,GECO006950
GECO011155,GECO008674
GECO011156,GECO011156
GECO011157,GECO011157
GECO011158,GECO000410
GECO011159,GECO002113
GECO011160,GECO011160
GECO011161,GECO000229
GECO011162,GECO011162
GECO011163,GECO002690
GECO011164,GECO000879
GECO011165,GECO003750
GECO011166,GECO000215
GECO011167,GECO000007
GECO011168,GECO011168
GECO011169,GECO000270
GECO011170,GECO002235
GECO011171,GECO006769
GECO011172,GECO000576
GECO011173,GECO011173
GECO011174,GECO008064
GECO011175,GECO000600
GECO011176,GECO002345
GECO011177,GECO011177
GECO011178,GECO010182
GECO011179,GECO011179
GECO011180,GECO007295
GECO011181,GECO011181
GECO011182,GECO011182
GECO011183,GECO011183
GECO011184,GECO010381
GECO011185,GECO011185
GECO011186,GECO011186
GECO011187,GECO011187
GECO011188,GECO011188
GECO011189,GECO000870
GECO011190,GECO011190
GECO011191,GECO001389
GECO011192,GECO002612
GECO011193,GECO011193
GECO011194,GECO006606
GECO011195,GECO011195
GECO011196,GECO011196
GECO011197,GECO001109
GECO011198,GECO000228
GECO011199,GECO003704
GECO011200,GECO011200
GECO011201,GECO011201
GECO011202,GECO011202
GECO011203,GECO001565
GECO011204,GECO006194
GECO011205,GECO011205
GECO011206,GECO011206
GECO011207,GECO011207
GECO011208,GECO003170
GECO011209,GECO011209
GECO011210,GECO008635
GECO011211,GECO011211
GECO011212,GECO011212
GECO011213,GECO011213
GECO011214,GECO006818
GECO011215,GECO011215
GECO011216,GECO011216
GECO011217,GECO004721
GECO011218,GECO001259
GECO011219,GECO002235
GECO011220,GECO011220
GECO011221,GECO004221
GECO011222,GECO011222
GECO011223,GECO009029
GECO011224,GECO011224
GECO011225,GECO001612
GECO011226,GECO008386
GECO011227,GECO011227
GECO011228,GECO000786
GECO011229,GECO002990
GECO011230,GECO004285
GECO011231,GECO011231
GECO011232,GECO001995
GECO011233,GECO011233
GECO011234,GECO001121
GECO011235,GECO008551
GECO011236,GECO011236
GECO011237,GECO005316
GECO011238,GECO009474
GECO011239,GECO003709
GECO011240,GECO011240
GECO011241,GECO000603
GECO011242,GECO000338
GECO011243,GECO002409
GECO011244,GECO011244
GECO011245,GECO011245
GECO011246,GECO011246
GECO011247,GECO003382
GECO011248,GECO000275
GECO011249,GECO003421
GECO011250,GECO000170
GECO011251,GECO011251
GECO011252,GECO001545
GECO011253,GECO011253
GECO011254,GECO004241
GECO011255,GECO011255
GECO011256,GECO002010
GECO011257,GECO011257
GECO011258,GECO011258
GECO011259,GECO006643
GECO011260,GECO011260
GECO011261,GECO002494
GECO011262,GECO006606
GECO011263,GECO009049
GECO011264,GECO001776
GECO011265,GECO011265
GECO011266,GECO001816
GECO011267,GECO011267
GECO011268,GECO011268
GECO011269,GECO011269
GECO011270,GECO000657
GECO011271,GECO001451
GECO011272,GECO011272
GECO011273,GECO011273
GECO011274,GECO011274
GECO011275,GECO000494
GECO011276,GECO003644
GECO011277,GECO003017
GECO011278,GECO000906
GECO011279,GECO002777
GECO011280,GECO005290
GECO011281,GECO003663
GECO011282,GECO011282
GECO011283,GECO001441
GECO011284,GECO003232
GECO011285,GECO002607
GECO011286,GECO011286
GECO011287,GECO002396
GECO011288,GECO001405
GECO011289,GECO011289
GECO011290,GECO001289
GECO011291,GECO000716
GECO011292,GECO011292
GECO011293,GECO005635
GECO011294,GECO011294
GECO011295,GECO000167
GECO011296,GECO011296
GECO011297,GECO008064
GECO011298,GECO004231
GECO011299,GECO000154
GECO011300,GECO003100
GECO011301,GECO000734
GECO011302,GECO000317
GECO011303,GECO011303
GECO011304,GECO001129
GECO011305,GECO000858
GECO011306,GECO009692
GECO011307,GECO011307
GECO011308,GECO004086
GECO011309,GECO006269
GECO011310,GECO011310
GECO011311,GECO002154
GECO011312,GECO005524
GECO011313,GECO011313
GECO011314,GECO000815
GECO011315,GECO002305
GECO011316,GECO011316
GECO011317,GECO003116
GECO011318,GECO011318
GECO011319,GECO002282
GECO011320,GECO002720
GECO011321,GECO002954
GECO011322,GECO003310
GECO011323,GECO008304
GECO011324,GECO004644
GECO011325,GECO001756
GECO011326,GECO002045
GECO011327,GECO001035
GECO011328,GECO001054
GECO011329,GECO000994
GECO011330,GECO011330
GECO011331,GECO009417
GECO011332,GECO011332
GECO011333,GECO006926
GECO011334,GECO001584
GECO011335,GECO003779
GECO011336,GECO011336
GECO011337,GECO000059
GECO011338,GECO011338
GECO011339,GECO003168
GECO011340,GECO007618
GECO011341,GECO008312
GECO011342,GECO011342
GECO011343,GECO011343
GECO011344,GECO009417
GECO011345,GECO008587
GECO011346,GECO011346
GECO011347,GECO000200
GECO011348,GECO011348
GECO011349,GECO004559
GECO011350,GECO000669
GECO011351,GECO006870
GECO011352,GECO011352
GECO011353,GECO002720
GECO011354,GECO011354
GECO011355,GECO000749
GECO011356,GECO005205
GECO011357,GECO002082
GECO011358,GECO001622
GECO011359,GECO000914
GECO011360,GECO002261
GECO011361,GECO002283
GECO011362,GECO011362
GECO011363,GECO001250
GECO011364,GECO011364
GECO011365,GECO002862
GECO011366,GECO000132
GECO011367,GECO011367
GECO011368,GECO008451
GECO011369,GECO011369
GECO011370,GECO011370
GECO011371,GECO001338
GECO011372,GECO011372
GECO011373,GECO003238
GECO011374,GECO004811
GECO011375,GECO005635
GECO011376,GECO000370
GECO011377,GECO000675
GECO011378,GECO006255
GECO011379,GECO002833
GECO011380,GECO011380
GECO011381,GECO011381
GECO011382,GECO005424
GECO011383,GECO003703
GECO011384,GECO000338
GECO011385,GECO003191
GECO011386,GECO003163
GECO011387,GECO011387
GECO011388,GECO011388
GECO011389,GECO001320
GECO011390,GECO001122
GECO011391,GECO007576
GECO011392,GECO011392
GECO011393,GECO008399
GECO011394,GECO011394
GECO011395,GECO000669
GECO011396,GECO003223
GECO011397,GECO011397
GECO011398,GECO011398
GECO011399,GECO003114
GECO011400,GECO011400
GECO011401,GECO000050
GECO011402,GECO011402
GECO011403,GECO001518
GECO011404,GECO011404
GECO011405,GECO006302
GECO011406,GECO003493
GECO011407,GECO011407
GECO011408,GECO000149
GECO011409,GECO007727
GECO011410,GECO006391
GECO011411,GECO011411
GECO011412,GECO011412
GECO011413,GECO005957
GECO011414,GECO003983
GECO011415,GECO008732
GECO011416,GECO006264
GECO011417,GECO000224
GECO011418,GECO000618
GECO011419,GECO000430
GECO011420,GECO011420
GECO011421,GECO001259
GECO011422,GECO000291
GECO011423,GECO011423
GECO011424,GECO011424
GECO011425,GECO005581
GECO011426,GECO011426
GECO011427,GECO002683
GECO011428,GECO010381
GECO011429,GECO000138
GECO011430,GECO000327
GECO011431,GECO011431
GECO011432,GECO011432
GECO011433,GECO001155
GECO011434,GECO011434
GECO011435,GECO000667
GECO011436,GECO003989
GECO011437,GECO011437
GECO011438,GECO011438
GECO011439,GECO001176
GECO011440,GECO003407
GECO011441,GECO011441
GECO011442,GECO000676
GECO011443,GECO000054
GECO011444,GECO003635
GECO011445,GECO010176
GECO011446,GECO000402
GECO011447,GECO005295
GECO011448,GECO001838
GECO011449,GECO011449
GECO011450,GECO011450
GECO011451,GECO000162
GECO011452,GECO011452
GECO011453,GECO011453
GECO011454,GECO003134
GECO011455,GECO011455
GECO011456,GECO002967
GECO011457,GECO004157
GECO011458,GECO000564
GECO011459,GECO004480
GECO011460,GECO004159
GECO011461,GECO011461
GECO011462,GECO011462
GECO011463,GECO011463
GECO011464,GECO001736
GECO011465,GECO011465
GECO011466,GECO007886
GECO011467,GECO011467
GECO011468,GECO011468
GECO011469,GECO011469
GECO011470,GECO011470
GECO011471,GECO011471
GECO011472,GECO011472
GECO011473,GECO002933
GECO011474,GECO000272
GECO011475,GECO011475
GECO011476,GECO011476
GECO011477,GECO010541
GECO011478,GECO011478
GECO011479,GECO001842
GECO011480,GECO011480
GECO011481,GECO011481
GECO011482,GECO011482
GECO011483,GECO000077
GECO011484,GECO009024
GECO011485,GECO004424
GECO011486,GECO000093
GECO011487,GECO011487
GECO011488,GECO011488
GECO011489,GECO002084
GECO011490,GECO011490
GECO011491,GECO000892
GECO011492,GECO006598
GECO011493,GECO011493
GECO011494,GECO004814
GECO011495,GECO011495
GECO011496,GECO011496
GECO011497,GECO011497
GECO011498,GECO011498
GECO011499,GECO011499
GECO011500,GECO001100
GECO011501,GECO000065
GECO011502,GECO006561
GECO011503,GECO011503
GECO011504,GECO011504
GECO011505,GECO000681
GECO011506,GECO011506
GECO011507,GECO004427
GECO011508,GECO003788
GECO011509,GECO002558
GECO011510,GECO002235
GECO011511,GECO011511
GECO011512,GECO001167
GECO011513,GECO003457
GECO011514,GECO011514
GECO011515,GECO011515
GECO011516,GECO007145
GECO011517,GECO009573
GECO011518,GECO011518
GECO011519,GECO003659
GECO011520,GECO000938
GECO011521,GECO009990
GECO011522,GECO011522
GECO011523,GECO008216
GECO011524,GECO011524
GECO011525,GECO005695
GECO011526,GECO000802
GECO011527,GECO001405
GECO011528,GECO003443
GECO011529,GECO005403
GECO011530,GECO003850
GECO011531,GECO005014
GECO011532,GECO001612
GECO011533,GECO011533
GECO011534,GECO011534
GECO011535,GECO004086
GECO011536,GECO001441
GECO011537,GECO011537
GECO011538,GECO002167
GECO011539,GECO001987
GECO011540,GECO011540
GECO011541,GECO006807
GECO011542,GECO011542
GECO011543,GECO004078
GECO011544,GECO003894
GECO011545,GECO002498
GECO011546,GECO011546
GECO011547,GECO004449
GECO011548,GECO000506
GECO011549,GECO000739
GECO011550,GECO004490
GECO011551,GECO011551
GECO011552,GECO000296
GECO011553,GECO000673
GECO011554,GECO005341
GECO011555,GECO001400
GECO011556,GECO001379
GECO011557,GECO001062
GECO011558,GECO011558
GECO011559,GECO006323
GECO011560,GECO003770
GECO011561,GECO003068
GECO011562,GECO011562
GECO011563,GECO002011
GECO011564,GECO002941
GECO011565,GECO000349
GECO011566,GECO011566
GECO011567,GECO003627
GECO011568,GECO002589
GECO011569,GECO000230
GECO011570,GECO001074
GECO011571,GECO011571
GECO011572,GECO002529
GECO011573,GECO001380
GECO011574,GECO006829
GECO011575,GECO002105
GECO011576,GECO011576
GECO011577,GECO003903
GECO011578,GECO003588
GECO011579,GECO001802
GECO011580,GECO001078
GECO011581,GECO000057
GECO011582,GECO007812
GECO011583,GECO000122
GECO011584,GECO000275
GECO011585,GECO001610
GECO011586,GECO009962
GECO011587,GECO003934
GECO011588,GECO001569
GECO011589,GECO002172
GECO011590,GECO006340
GECO011591,GECO000071
GECO011592,GECO004014
GECO011593,GECO011593
GECO011594,GECO003663
GECO011595,GECO005509
GECO011596,GECO011596
GECO011597,GECO000824
GECO011598,GECO011598
GECO011599,GECO011599
GECO011600,GECO011600
GECO011601,GECO011601
GECO011602,GECO011602
GECO011603,GECO011603
GECO011604,GECO011604
GECO011605,GECO000913
GECO011606,GECO004098
GECO011607,GECO011607
GECO011608,GECO011608
GECO011609,GECO005695
GECO011610,GECO008981
GECO011611,GECO001990
GECO011612,GECO005524
GECO011613,GECO011613
GECO011614,GECO003008
GECO011615,GECO011615
GECO011616,GECO011616
GECO011617,GECO011617
GECO011618,GECO011618
GECO011619,GECO000867
GECO011620,GECO011620
GECO011621,GECO011621
GECO011622,GECO001100
GECO011623,GECO004220
GECO011624,GECO000299
GECO011625,GECO011625
GECO011626,GECO007119
GECO011627,GECO011627
GECO011628,GECO011628
GECO011629,GECO003720
GECO011630,GECO011630
GECO011631,GECO011631
GECO011632,GECO011632
GECO011633,GECO007149
GECO011634,GECO009061
GECO011635,GECO011635
GECO011636,GECO007607
GECO011637,GECO002622
GECO011638,GECO004480
GECO011639,GECO003626
GECO011640,GECO011640
GECO011641,GECO001820
GECO011642,GECO003933
GECO011643,GECO005110
GECO011644,GECO002288
GECO011645,GECO011645
GECO011646,GECO000475
GECO011647,GECO000598
GECO011648,GECO011648
GECO011649,GECO001284
GECO011650,GECO001294
GECO011651,GECO011651
GECO011652,GECO011652
GECO011653,GECO004887
GECO011654,GECO011654
GECO011655,GECO000326
GECO011656,GECO002162
GECO011657,GECO011657
GECO011658,GECO006361
GECO011659,GECO009821
GECO011660,GECO011660
GECO011661,GECO011661
GECO011662,GECO000119
GECO011663,GECO011663
GECO011664,GECO011664
GECO011665,GECO001123
GECO011666,GECO001778
GECO011667,GECO000228
GECO011668,GECO005331
GECO011669,GECO010549
GECO011670,GECO003899
GECO011671,GECO011671
GECO011672,GECO011672
GECO011673,GECO003325
GECO011674,GECO005247
GECO011675,GECO011675
GECO011676,GECO011676
GECO011677,GECO001470
GECO011678,GECO011678
GECO011679,GECO011679
GECO011680,GECO002740
GECO011681,GECO011681
GECO011682,GECO001218
GECO011683,GECO000382
GECO011684,GECO008742
GECO011685,GECO011685
GECO011686,GECO011686
GECO011687,GECO000743
GECO011688,GECO011688
GECO011689,GECO001091
GECO011690,GECO011690
GECO011691,GECO002450
GECO011692,GECO011692
GECO011693,GECO011514
GECO011694,GECO005981
GECO011695,GECO002781
GECO011696,GECO000228
GECO011697,GECO011697
GECO011698,GECO000735
GECO011699,GECO010936
GECO011700,GECO011700
GECO011701,GECO005509
GECO011702,GECO004320
GECO011703,GECO006897
GECO011704,GECO000255
GECO011705,GECO000051
GECO011706,GECO000250
GECO011707,GECO000988
GECO011708,GECO011708
GECO011709,GECO011709
GECO011710,GECO002102
GECO011711,GECO011711
GECO011712,GECO008247
GECO011713,GECO003767
GECO011714,GECO011714
GECO011715,GECO002334
GECO011716,GECO002596
GECO011717,GECO011717
GECO011718,GECO000674
GECO011719,GECO003677
GECO011720,GECO002961
GECO011721,GECO000360
GECO011722,GECO003107
GECO011723,GECO004422
GECO011724,GECO001034
GECO011725,GECO011725
GECO011726,GECO003137
GECO011727,GECO011727
GECO011728,GECO000849
GECO011729,GECO006411
GECO011730,GECO011730
GECO011731,GECO003144
GECO011732,GECO011113
GECO011733,GECO011733
GECO011734,GECO011734
GECO011735,GECO011735
GECO011736,GECO011736
GECO011737,GECO002829
GECO011738,GECO001121
GECO011739,GECO003421
GECO011740,GECO011740
GECO011741,GECO003292
GECO011742,GECO001117
GECO011743,GECO001776
GECO011744,GECO005992
GECO011745,GECO004180
GECO011746,GECO002888
GECO011747,GECO011747
GECO011748,GECO006447
GECO011749,GECO011749
GECO011750,GECO011750
GECO011751,GECO000803
GECO011752,GECO006253
GECO011753,GECO011753
GECO011754,GECO011754
GECO011755,GECO003166
GECO011756,GECO011756
GECO011757,GECO002269
GECO011758,GECO002999
GECO011759,GECO011759
GECO011760,GECO011760
GECO011761,GECO007079
GECO011762,GECO003333
GECO011763,GECO004894
GECO011764,GECO011764
GECO011765,GECO011765
GECO011766,GECO011766
GECO011767,GECO011767
GECO011768,GECO011768
GECO011769,GECO002474
GECO011770,GECO003804
GECO011771,GECO011771
GECO011772,GECO000964
GECO011773,GECO010470
GECO011774,GECO003617
GECO011775,GECO011775
GECO011776,GECO011776
GECO011777,GECO000861
GECO011778,GECO011778
GECO011779,GECO001995
GECO011780,GECO003311
GECO011781,GECO006946
GECO011782,GECO011782
GECO011783,GECO011783
GECO011784,GECO005422
GECO011785,GECO011785
GECO011786,GECO007909
GECO011787,GECO011787
GECO011788,GECO002953
GECO011789,GECO011789
GECO011790,GECO008233
GECO011791,GECO011791
GECO011792,GECO003280
GECO011793,GECO011793
GECO011794,GECO000166
GECO011795,GECO000144
GECO011796,GECO006719
GECO011797,GECO011797
GECO011798,GECO011798
GECO011799,GECO010680
GECO011800,GECO011800
GECO011801,GECO002843
GECO011802,GECO002458
GECO011803,GECO011803
GECO011804,GECO005436
GECO011805,GECO001790
GECO011806,GECO011806
GECO011807,GECO007792
GECO011808,GECO001211
GECO011809,GECO011809
GECO011810,GECO011810
GECO011811,GECO006437
GECO011812,GECO011812
GECO011813,GECO001081
GECO011814,GECO011814
GECO011815,GECO000183
GECO011816,GECO006245
GECO011817,GECO011817
GECO011818,GECO000708
GECO011819,GECO001162
GECO011820,GECO002049
GECO011821,GECO011821
GECO011822,GECO011822
GECO011823,GECO006453
GECO011824,GECO011824
GECO011825,GECO009578
GECO011826,GECO001796
GECO011827,GECO002522
GECO011828,GECO006800
GECO011829,GECO004191
GECO011830,GECO000076
GECO011831,GECO011831
GECO011832,GECO000293
GECO011833,GECO005233
GECO011834,GECO005005
GECO011835,GECO011835
GECO011836,GECO011836
GECO011837,GECO011837
GECO011838,GECO003324
GECO011839,GECO011839
GECO011840,GECO011840
GECO011841,GECO011841
GECO011842,GECO011842
GECO011843,GECO003315
GECO011844,GECO002344
GECO011845,GECO011845
GECO011846,GECO002241
GECO011847,GECO011847
GECO011848,GECO008202
GECO011849,GECO011849
GECO011850,GECO001400
GECO011851,GECO001532
GECO011852,GECO011852
GECO011853,GECO000221
GECO011854,GECO003043
GECO011855,GECO011855
GECO011856,GECO000836
GECO011857,GECO007681
GECO011858,GECO011858
GECO011859,GECO002358
GECO011860,GECO002641
GECO011861,GECO011861
GECO011862,GECO009139
GECO011863,GECO006255
GECO011864,GECO011864
GECO011865,GECO011865
GECO011866,GECO000754
GECO011867,GECO001749
GECO011868,GECO005184
GECO011869,GECO011869
GECO011870,GECO001360
GECO011871,GECO000778
GECO011872,GECO006349
GECO011873,GECO001134
GECO011874,GECO011874
GECO011875,GECO003972
GECO011876,GECO004323
GECO011877,GECO001995
GECO011878,GECO001423
GECO011879,GECO002778
GECO011880,GECO011880
GECO011881,GECO011881
GECO011882,GECO011882
GECO011883,GECO001787
GECO011884,GECO011884
GECO011885,GECO000370
GECO011886,GECO011886
GECO011887,GECO011887
GECO011888,GECO010475
GECO011889,GECO002435
GECO011890,GECO011890
GECO011891,GECO011891
GECO011892,GECO001612
GECO011893,GECO000276
GECO011894,GECO000450
GECO011895,GECO011895
GECO011896,GECO001010
GECO011897,GECO007458
GECO011898,GECO008895
GECO011899,GECO001680
GECO011900,GECO005721
GECO011901,GECO007487
GECO011902,GECO000227
GECO011903,GECO011903
GECO011904,GECO003225
GECO011905,GECO011905
GECO011906,GECO001454
GECO011907,GECO006713
GECO011908,GECO001014
GECO011909,GECO011909
GECO011910,GECO001743
GECO011911,GECO007134
GECO011912,GECO000194
GECO011913,GECO011913
GECO011914,GECO006063
GECO011915,GECO000861
GECO011916,GECO008344
GECO011917,GECO002892
GECO011918,GECO011918
GECO011919,GECO009209
GECO011920,GECO011920
GECO011921,GECO005968
GECO011922,GECO008756
GECO011923,GECO001351
GECO011924,GECO002123
GECO011925,GECO008209
GECO011926,GECO011926
GECO011927,GECO011927
GECO011928,GECO004739
GECO011929,GECO011929
GECO011930,GECO002250
GECO011931,GECO004832
GECO011932,GECO000964
GECO011933,GECO011933
GECO011934,GECO011934
GECO011935,GECO003688
GECO011936,GECO011936
GECO011937,GECO003309
GECO011938,GECO005560
GECO011939,GECO011939
GECO011940,GECO002875
GECO011941,GECO011941
GECO011942,GECO008838
GECO011943,GECO001485
GECO011944,GECO007421
GECO011945,GECO005925
GECO011946,GECO011946
GECO011947,GECO011947
GECO011948,GECO001670
GECO011949,GECO011949
GECO011950,GECO000511
GECO011951,GECO011951
GECO011952,GECO000299
GECO011953,GECO011953
GECO011954,GECO000983
GECO011955,GECO005766
GECO011956,GECO003427
GECO011957,GECO011957
GECO011958,GECO003074
GECO011959,GECO001215
GECO011960,GECO005419
GECO011961,GECO011961
GECO011962,GECO003273
GECO011963,GECO000067
GECO011964,GECO004894
GECO011965,GECO011965
GECO011966,GECO011966
GECO011967,GECO006063
GECO011968,GECO001991
GECO011969,GECO011969
GECO011970,GECO011970
GECO011971,GECO011971
GECO011972,GECO008056
GECO011973,GECO007995
GECO011974,GECO005417
GECO011975,GECO011975
GECO011976,GECO011976
GECO011977,GECO000450
GECO011978,GECO011978
GECO011979,GECO002632
GECO011980,GECO011980
GECO011981,GECO002101
GECO011982,GECO001752
GECO011983,GECO011983
GECO011984,GECO011984
GECO011985,GECO001977
GECO011986,GECO006317
GECO011987,GECO011987
GECO011988,GECO002754
GECO011989,GECO009216
GECO011990,GECO008172
GECO011991,GECO004221
GECO011992,GECO011992
GECO011993,GECO000050
GECO011994,GECO011994
GECO011995,GECO011995
GECO011996,GECO011542
GECO011997,GECO011997
GECO011998,GECO003590
GECO011999,GECO004801
GECO012000,GECO012000
GECO012001,GECO012001
GECO012002,GECO012002
GECO012003,GECO000162
GECO012004,GECO000154
GECO012005,GECO001909
GECO012006,GECO002686
GECO012007,GECO000798
GECO012008,GECO012008
GECO012009,GECO012009
GECO012010,GECO000206
GECO012011,GECO000997
GECO012012,GECO012012
GECO012013,GECO004021
GECO012014,GECO007792
GECO012015,GECO004036
GECO012016,GECO012016
GECO012017,GECO000817
GECO012018,GECO003649
GECO012019,GECO005922
GECO012020,GECO003378
GECO012021,GECO012021
GECO012022,GECO003223
GECO012023,GECO001242
GECO012024,GECO003594
GECO012025,GECO012025
GECO012026,GECO002334
GECO012027,GECO011168
GECO012028,GECO012028
GECO012029,GECO012029
GECO012030,GECO000427
GECO012031,GECO000510
GECO012032,GECO012032
GECO012033,GECO012033
GECO012034,GECO004017
GECO012035,GECO012035
GECO012036,GECO000098
GECO012037,GECO001097
GECO012038,GECO012038
GECO012039,GECO012039
GECO012040,GECO001602
GECO012041,GECO012041
GECO012042,GECO003739
GECO012043,GECO000075
GECO012044,GECO000593
GECO012045,GECO008901
GECO012046,GECO009157
GECO012047,GECO001996
GECO012048,GECO012048
GECO012049,GECO012049
GECO012050,GECO003140
GECO012051,GECO012051
GECO012052,GECO000215
GECO012053,GECO002565
GECO012054,GECO004824
GECO012055,GECO000127
GECO012056,GECO001652
GECO012057,GECO012057
GECO012058,GECO008052
GECO012059,GECO012059
GECO012060,GECO002028
GECO012061,GECO002790
GECO012062,GECO003537
GECO012063,GECO000869
GECO012064,GECO004285
GECO012065,GECO006086
GECO012066,GECO001737
GECO012067,GECO003911
GECO012068,GECO012068
GECO012069,GECO006946
GECO012070,GECO012070
GECO012071,GECO002061
GECO012072,GECO012072
GECO012073,GECO002173
GECO012074,GECO012074
GECO012075,GECO012075
GECO012076,GECO012076
GECO012077,GECO012077
GECO012078,GECO004022
GECO012079,GECO003918
GECO012080,GECO003241
GECO012081,GECO000906
GECO012082,GECO000713
GECO012083,GECO012083
GECO012084,GECO012084
GECO012085,GECO012085
GECO012086,GECO007490
GECO012087,GECO004289
GECO012088,GECO012088
GECO012089,GECO002380
GECO012090,GECO012090
GECO012091,GECO012091
GECO012092,GECO012092
GECO012093,GECO012093
GECO012094,GECO003644
GECO012095,GECO012095
GECO012096,GECO002016
GECO012097,GECO012097
GECO012098,GECO012098
GECO012099,GECO012099
GECO012100,GECO000047
GECO012101,GECO006239
GECO012102,GECO001867
GECO012103,GECO002211
GECO012104,GECO000198
GECO012105,GECO012105
GECO012106,GECO001748
GECO012107,GECO002871
GECO012108,GECO000368
GECO012109,GECO012109
GECO012110,GECO001120
GECO012111,GECO012111
GECO012112,GECO006638
GECO012113,GECO002952
GECO012114,GECO012114
GECO012115,GECO012115
GECO012116,GECO000091
GECO012117,GECO000889
GECO012118,GECO003579
GECO012119,GECO006400
GECO012120,GECO012120
GECO012121,GECO012121
GECO012122,GECO012122
GECO012123,GECO012123
GECO012124,GECO003103
GECO012125,GECO004756
GECO012126,GECO012126
GECO012127,GECO002176
GECO012128,GECO012128
GECO012129,GECO007134
GECO012130,GECO000425
GECO012131,GECO007126
GECO012132,GECO012132
GECO012133,GECO012133
GECO012134,GECO000892
GECO012135,GECO012135
GECO012136,GECO012136
GECO012137,GECO012137
GECO012138,GECO004072
GECO012139,GECO008720
GECO012140,GECO007458
GECO012141,GECO010182
GECO012142,GECO004689
GECO012143,GECO012143
GECO012144,GECO012144
GECO012145,GECO003065
GECO012146,GECO012146
GECO012147,GECO006610
GECO012148,GECO012148
GECO012149,GECO004021
GECO012150,GECO009241
GECO012151,GECO012151
GECO012152,GECO012152
GECO012153,GECO000506
GECO012154,GECO003742
GECO012155,GECO012155
GECO012156,GECO002888
GECO012157,GECO001051
GECO012158,GECO002283
GECO012159,GECO000749
GECO012160,GECO012160
GECO012161,GECO004139
GECO012162,GECO000600
GECO012163,GECO012163
GECO012164,GECO012164
GECO012165,GECO001431
GECO012166,GECO000348
GECO012167,GECO012167
GECO012168,GECO000697
GECO012169,GECO012169
GECO012170,GECO007580
GECO012171,GECO012171
GECO012172,GECO003443
GECO012173,GECO009703
GECO012174,GECO001133
GECO012175,GECO012175
