RecID,Record
A693,Mo Better Meatty Meat 7261 Melrose Ave. LA 213-935-5280 Hamburgers
A694,Mulberry St. 17040 Ventura Blvd. Encino 818-906-8881 Pizza
A695,Ocean Park Cafe 3117 Ocean Park Blvd. Santa Monica 310-452-5728 American
A696,Ocean Star 145 N. Atlantic Blvd. Monterey Park 818-308-2128 Seafood
A697,Original Pantry Bakery 875 S. Figueroa St. Downtown LA 213-627-6879 Diners
A698,Parkway Grill 510 S. Arroyo Pkwy. Pasadena 818-795-1001 Californian
A699,Pho Hoa 642 Broadway Chinatown 213-626-5530 Vietnamese
A700,Pink's Famous Chili Dogs 709 N. La Brea Ave. LA 213-931-4223 Hot Dogs
A701,Poquito Mas 2635 W. Olive Ave. Burbank 818-563-2252 Mexican
A702,R-23 923 E. Third St. Los Angeles 213-687-7178 Japanese
A703,Rae's 2901 Pico Blvd. Santa Monica 310-828-7937 Diners
A704,Rubin's Red Hots 15322 Ventura Blvd. Encino 818-905-6515 Hot Dogs
A705,Ruby's (LA) 45 S. Fair Oaks Ave. Pasadena 818-796-7829 Diners
A706,Russell's Burgers 1198 PCH Seal Beach 310-596-9556 Hamburgers
A707,Ruth's Chris Steak House (Los Angeles) 224 S. Beverly Dr. Beverly Hills 310-859-8744 Steakhouses
A708,Shiro 1505 Mission St. S. Pasadena 818-799-4774 Pacific New York Wave
A709,Sushi Nozawa 11288 Ventura Blvd. Studio City 818-508-7017 Japanese
A710,Sweet Lady Jane 8360 Melrose Ave. LA 213-653-7145 Desserts
A711,Taiko 11677 San Vicente Blvd. Brentwood 310-207-7782 Noodle Shops
A712,Tommy's 2575 Beverly Blvd. LA 213-389-9060 Hamburgers
A713,Uncle Bill's Pancake House 1305 Highland Ave. Manhattan Beach 310-545-5177 Diners
A714,Water Grill 544 S. Grand Ave. Los Angeles 213-891-0900 Seafood
A715,Zankou Chicken 1415 E. Colorado St. Glendale 818-244-1937 Middle Eastern
A716,Afghan Kebab House 764 Ninth Ave. New York City 212-307-1612 Afghan
A717,Arcadia 21 E. 62nd St. New York City 212-223-2900 American (New York)
A718,Benny's Burritos 93 Ave. A New York City 212-254-2054 Mexican
A719,Cafe Con Leche 424 Amsterdam Ave. New York City 212-595-7000 Cuban
A720,Corner Bistro 331 W. Fourth St. New York City 212-242-9502 Hamburgers
A721,Cucina della Fontana 368 Bleecker St. New York City 212-242-0636 Italian
A722,Cucina di Pesce 87 E. Fourth St. New York City 212-260-6800 Seafood
A723,Darbar 44 W. 56th St. New York City 212-432-7227 Indian
A724,EJ's Luncheonette 432 Sixth Ave. New York City 212-473-5555 Diners
A725,Edison Cafe 228 W. 47th St. New York City 212-840-5000 Diners
A726,Elias Corner 24-02 31st St. Queens 718-932-1510 Greek
A727,Good Enough to Eat 483 Amsterdam Ave. New York City 212-496-0163 American
A728,Gray's Papaya 2090 Broadway New York City 212-799-0243 Hot Dogs
A729,Il Mulino 86 W. Third St. New York City 212-673-3783 Italian
A730,Jackson Diner 37-03 74th St. Queens 718-672-1232 Indian
A731,Joe's Shanghai 9 Pell St. Queens 718-539-3838 Chinese
A732,John's Pizzeria 48 W. 65th St. New York City 212-721-7001 Pizza
A733,Kelley Ping 127 Greene St. New York City 212-228-1212 Pan-Asian
A734,Kiev 117 Second Ave. New York City 212-674-4040 Ukrainian
A735,Kuruma Zushi 2nd fl. New York City 212-317-2802 Japanese
A736,La Caridad 2199 Broadway New York City 212-874-2780 Cuban
A737,La Grenouille 3 E. 52nd St. New York City 212-752-1495 French (Classic)
A738,Lemongrass Grill 61A Seventh Ave. Brooklyn 718-399-7100 Thai
A739,Lombardi's 32 Spring St. New York City 212-941-7994 Pizza
A740,Marnie's Noodle Shop 466 Hudson St. New York City 212-741-3214 Asian
A741,Menchanko-tei 39 W. 55th St. New York City 212-247-1585 Japanese
A742,Mitali East-West 296 Bleecker St. New York City 212-989-1367 Indian
A743,Monsoon (NY) 435 Amsterdam Ave. New York City 212-580-8686 Thai
A744,Moustache 405 Atlantic Ave. Brooklyn 718-852-5555 Middle Eastern
A745,Nobu 105 Hudson St. New York City 212-219-0500 Japanese
A746,One if by Land TIBS 17 Barrow St. New York City 212-228-0822 Continental
A747,Oyster Bar lower level New York City 212-490-6650 Seafood
A748,Palm 837 Second Ave. New York City 212-687-2953 Steakhouses
A749,Palm Too 840 Second Ave. New York City 212-697-5198 Steakhouses
A750,Patsy's Pizza 19 Old Fulton St. Brooklyn 718-858-4300 Pizza
A751,Peter Luger Steak House 178 Broadway Brooklyn 718-387-7400 Steakhouses
A752,Petrossian 182 W. 58th St. New York City 212-245-2214 Russian
A753,Rose of India 308 E. Sixth St. New York City 212-533-5011 Indian
A754,Sam's Noodle Shop 411 Third Ave. New York City 212-213-2288 Chinese
A755,Sarabeth's 1295 Madison Ave. New York City 212-410-7335 American
A756,Sparks Steak House 210 E. 46th St. New York City 212-687-4855 Steakhouses
A757,Stick To Your Ribs 43236 51st Ave. Queens 718-937-3030 BBQ
A758,Sushisay 38 E. 51st St. New York City 212-755-1780 Japanese
A759,Sylvia's 328 Lenox Ave. New York City 212-996-0660 Southern-Soul
A760,Szechuan Hunan Cottage 1588 York Ave. New York City 212-535-5223 Chinese
A761,Szechuan Kitchen 1460 First Ave. New York City 212-249-4615 Chinese
A762,Teresa's 80 Montague St. Queens 718-520-2910 Polish
A763,Thai House Cafe 151 Hudson St. New York City 212-334-1085 Thai
A764,Thailand Restaurant 106 Bayard St. New York City 212-349-3132 Thai
A765,Veselka 144 Second Ave. New York City 212-228-9682 Ukrainian
A766,Westside Cottage 689 Ninth Ave. New York City 212-245-0800 Chinese
A767,Windows on the World 107th fl. New York City 212-524-7000 Eclectic
A768,Wollensky's Grill 205 E. 49th St. New York City 212-753-0444 Steakhouses
A769,Yama 122 E. 17th St. New York City 212-475-0969 Japanese
A770,Zarela 953 Second Ave. New York City 212-644-6740 Mexican
A771,Andre's French Restaurant 401 S. 6th St. Las Vegas 702-385-5016 French (Classic)
A772,Buccaneer Bay Club 3300 Las Vegas Blvd. S. Las Vegas 702-894-7350 Continental
A773,Buzio's in the Rio 3700 W. Flamingo Rd. Las Vegas 702-252-7697 Seafood
A774,Emeril's New York Orleans Fish House 3799 Las Vegas Blvd. S. Las Vegas 702-891-7374 Seafood
A775,Fiore Rotisserie Grille 3700 W. Flamingo Rd. Las Vegas 702-252-7702 Italian
A776,Hugo's Cellar 202 E. Fremont St. Las Vegas 702-385-4011 Continental
A777,Madame Ching's 3300 Las Vegas Blvd. S. Las Vegas 702-894-7111 Asian
A778,Mayflower Cuisinier 4750 W. Sahara Ave. Las Vegas 702-870-8432 Chinese
A779,Michael's (Las Vegas) 3595 Las Vegas Blvd. S. Las Vegas 702-737-7111 Continental
A780,Monte Carlo 3145 Las Vegas Blvd. S. Las Vegas 702-733-4524 French (New York)
A781,Moongate 3400 Las Vegas Blvd. S. Las Vegas 702-791-7352 Chinese
A782,Morton's of Chicago (Las Vegas) 3200 Las Vegas Blvd. S. Las Vegas 702-893-0703 Steakhouses
A783,Nicky Blair's 3925 Paradise Rd. Las Vegas 702-792-9900 Italian
A784,Piero's Restaurant 355 Convention Center Dr. Las Vegas 702-369-2305 Italian
A785,Spago (Las Vegas) 3500 Las Vegas Blvd. S. Las Vegas 702-369-6300 Californian
A786,Steakhouse The 128 E. Fremont St. Las Vegas 702-382-1600 Steakhouses
A787,Stefano's 129 Fremont St. Las Vegas 702-385-7111 Italian
A788,Sterling Brunch 3645 Las Vegas Blvd. S. Las Vegas 702-739-4651 Eclectic
A789,Tre Visi 3799 Las Vegas Blvd. S. Las Vegas 702-891-7331 Italian
A790,103 West 103 W. Paces Ferry Rd. Atlanta 404-233-5993 Continental
A791,Alon's at the Terrace 659 Peachtree St. Atlanta 404-724-0444 Sandwiches
A792,Baker's Cajun Cafe 1134 Euclid Ave. Atlanta 404-223-5039 Cajun-Creole
A793,Barbecue Kitchen 1437 Virginia Ave. Atlanta 404-766-9906 BBQ
A794,Bistro The 56 E. Andrews Dr. NW Atlanta 404-231-5733 French Bistro
A795,Bobby June's Kountry Kitchen 375 14th St. Atlanta 404-876-3872 Southern-Soul
A796,Bradshaw's Restaurant 2911 S. Pharr Court Atlanta 404-261-7015 Southern-Soul
A797,Brookhaven Cafe 4274 Peachtree Rd. Atlanta 404-231-5907 Vegetarian
A798,Cafe Sunflower 5975 Roswell Rd. Atlanta 404-256-1675 Health Food
A799,Canoe 4199 Paces Ferry Rd. Atlanta 770-432-2663 American (New York)
A800,Carey's 1021 Cobb Pkwy. SE Marietta 770-422-8042 Hamburgers
A801,Carey's Corner 1215 Powers Ferry Rd. Marietta 770-933-0909 Hamburgers
A802,Chops 70 W. Paces Ferry Rd. Atlanta 404-262-2675 Steakhouses
A803,Chopstix 4279 Roswell Rd. Atlanta 404-255-4868 Chinese
A804,Deacon Burton's Soulfood Restaurant 1029 Edgewood Ave. SE Atlanta404-523-1929 Southern-Soul
A805,Eats 600 Ponce de Leon Ave. Atlanta 404-888-9149 Italian
A806,Flying Biscuit The 1655 McLendon Ave. Atlanta 404-687-8888 Eclectic
A807,Frijoleros 1031 Peachtree St. NE Atlanta 404-892-8226 Tex-Mex
A808,Greenwood's 1087 Green St. Roswell 770-992-5383 Southern-Soul
A809,Harold's Barbecue 171 McDonough Blvd. Atlanta 404-627-9268 BBQ
A810,Havana Sandwich Shop 2905 Buford Hwy. Atlanta 404-636-4094 Cuban
A811,House of Chan 2469 Cobb Pkwy. Smyrna 770-955-9444 Chinese
A812,Indian Delights 3675 Satellite Blvd. Duluth 100-813-8212 Indian
A813,Java Jive 790 Ponce de Leon Ave. Atlanta 404-876-6161 Coffee Shops
A814,Johnny Rockets (AT) 2970 Cobb Pkwy. Atlanta 770-955-6068 American
A815,Kalo's Coffee House 1248 Clairmont Rd. Decatur 404-325-3733 Coffeehouses
A816,La Fonda Latina 4427 Roswell Rd. Atlanta 404-303-8201 Spanish
A817,Lettuce Souprise You (AT) 3525 Mall Blvd. Duluth 770-418-9969 Cafeterias
A818,Majestic 1031 Ponce de Leon Ave. Atlanta 404-875-0276 Diners
A819,Morton's of Chicago (Atlanta) 303 Peachtree St. NE Atlanta 404-577-4366 Steakhouses
A820,My Thai 1248 Clairmont Rd. Atlanta 404-636-4280 Thai
A821,Nava 3060 Peachtree Rd. Atlanta 404-240-1984 Southwestern
A822,Nuevo Laredo Cantina 1495 Chattahoochee Ave. NW Atlanta 404-352-9009 Mexican
A823,Original Pancake House (AT) 4330 Peachtree Rd. Atlanta 404-237-4116 American
A824,Palm The (Atlanta) 3391 Peachtree Rd. NE Atlanta 404-814-1955 Steakhouses
A825,Rainbow Restaurant 2118 N. Decatur Rd. Decatur 404-633-3538 Vegetarian
A826,Ritz-Carlton Cafe (Atlanta) 181 Peachtree St. Atlanta 404-659-0400 American (New York)
A827,Riviera 519 E. Paces Ferry Rd. Atlanta 404-262-7112 Mediterranean
A828,Silver Skillet The 200 14th St. NW Atlanta 404-874-1388 Coffee Shops
A829,Soto 3330 Piedmont Rd. Atlanta 404-233-2005 Japanese
A830,Thelma's Kitchen 764 Marietta St. NW Atlanta 404-688-5855 Cafeterias
A831,Tortillas 774 Ponce de Leon Ave. NE Atlanta 404-892-0193 Tex-Mex
A832,Van Gogh's Restaurant Bar 70 W. Crossville Rd. Roswell 770-993-1156 American (New York)
A833,Veggieland 220 Sandy Springs Circle Atlanta 404-231-3111 Vegetarian
A834,White House Restaurant 3172 Peachtree Rd. NE Atlanta 404-237-7601 Diners
A835,Zab-E-Lee 4837 Old National Hwy. College Park 404-768-2705 Thai
A836,Bill's Place 2315 Clement St. San Francisco 415-221-5262 Hamburgers
A837,Cafe Flore 2298 Market St. San Francisco 415-621-8579 Californian
A838,Caffe Greco 423 Columbus Ave. San Francisco 415-397-6261 Continental
A839,Campo Santo 240 Columbus Ave. San Francisco 415-433-9623 Mexican
A840,Cha Cha Cha's 1805 Haight St. San Francisco 415-386-5758 Caribbean
A841,Doidge's 2217 Union St. San Francisco 415-921-2149 American
A842,Dottie's TRUE Blue Cafe 522 Jones St. San Francisco 415-885-2767 Diners
A843,Dusit Thai 3221 Mission St. San Francisco 415-826-4639 Thai
A844,Ebisu 1283 Ninth Ave. San Francisco 415-566-1770 Japanese
A845,Emerald Garden Restaurant 1550 California St. San Francisco 415-673-1155 Vietnamese
A846,Eric's Chinese Restaurant 1500 Church St. San Francisco 415-282-0919 Chinese
A847,Hamburger Mary's 1582 Folsom St. San Francisco 415-626-1985 Hamburgers
A848,Kelly's on Trinity 333 Bush St. San Francisco 415-362-4454 Californian
A849,La Cumbre 515 Valencia St. San Francisco 415-863-8205 Mexican
A850,La Mediterranee 288 Noe St. San Francisco 415-431-7210 Mediterranean
A851,La Taqueria 2889 Mission St. San Francisco 415-285-7117 Mexican
A852,Mario's Bohemian Cigar Store Cafe 2209 Polk St. San Francisco 415-776-8226 Italian
A853,Marnee Thai 2225 Irving St. San Francisco 415-665-9500 Thai
A854,Mel's Drive-In 3355 Geary St. San Francisco 415-387-2244 Hamburgers
A855,Mo's Burgers 1322 Grant St. San Francisco 415-788-3779 Hamburgers
A856,Phnom Penh Cambodian Restaurant 631 Larkin St. San Francisco 415-775-5979 Cambodian
A857,Roosevelt Tamale Parlor 2817 24th St. San Francisco 415-550-9213 Mexican
A858,Sally's Cafe Bakery 300 De Haro St. San Francisco 415-626-6006 American
A859,San Francisco BBQ 1328 18th St. San Francisco 415-431-8956 Thai
A860,Slanted Door 584 Valencia St. San Francisco 415-861-8032 Vietnamese
A861,Swan Oyster Depot 1517 Polk St. San Francisco 415-673-1101 Seafood
A862,Thep Phanom 400 Waller St. San Francisco 415-431-2526 Thai
A863,Ti Couz 3108 16th St. San Francisco 415-252-7373 French
A864,Trio Cafe 1870 Fillmore St. San Francisco 415-563-2248 American
A865,Tu Lan 8 Sixth St. San Francisco 415-626-0927 Vietnamese
A866,Vicolo Pizzeria 201 Ivy St. San Francisco 415-863-2382 Pizza
A867,Wa-Ha-Ka Oaxaca Mexican Grill 2141 Polk St. San Francisco 415-775-1055 Mexican
A868,River Cafeacute des1 Water St. at the East River Brooklyn 718-522-5200 American
